code_bytes,code_files,language,languages,marker_hits,py_files,reason,repo,repo_url,size_kb,stars,violations,vuln_count_bare_except,vuln_count_debug,vuln_count_insecure_hash,vuln_count_no_exec_shell,vuln_count_no_hardcoded,vuln_count_no_network,vuln_count_sql
52641270,10782,,"{""TypeScript"": 10778, ""Shell"": 2, ""JavaScript"": 2}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,hasna/connectors,https://github.com/hasna/connectors,0,0,11182,0,0,1,7569,33,2483,1096
41768,9,,"{""JavaScript"": 9}",CLAUDE.md,0,CLAUDE.md,ugurcandede/claude-symlink,https://github.com/ugurcandede/claude-symlink,0,0,1,0,0,0,0,0,0,1
816617,220,,"{""Python"": 141, ""C#"": 44, ""Shell"": 17, ""PowerShell"": 9, ""JavaScript"": 8, ""C++"": 1}",CLAUDE.md;AGENTS.md,141,CLAUDE.md,kojeomstudio/AI,https://github.com/kojeomstudio/AI,0,0,74,11,0,0,12,0,46,4
10837384,1083,,"{""TypeScript"": 760, ""SQL"": 143, ""C/C++"": 127, ""JavaScript"": 49, ""Python"": 2, ""Shell"": 2}",CLAUDE.md,2,CLAUDE.md,torp-fr/torp-plateforme,https://github.com/torp-fr/torp-plateforme,0,0,327,3,0,0,39,9,196,80
34810,16,,"{""C#"": 16}",CLAUDE.md,0,CLAUDE.md,bbhxwl/OneNet-CSharp,https://github.com/bbhxwl/OneNet-CSharp,0,0,0,0,0,0,0,0,0,0
33271,7,,"{""JavaScript"": 4, ""TypeScript"": 2, ""Shell"": 1}",CLAUDE.md,0,CLAUDE.md,Bobbu/connections_helper,https://github.com/Bobbu/connections_helper,0,0,3,0,0,0,0,0,3,0
25883,22,,"{""TypeScript"": 20, ""JavaScript"": 2}",CLAUDE.md,0,CLAUDE.md,peter-mach/AI-Expo-Supabase-Superwall-Starter,https://github.com/peter-mach/AI-Expo-Supabase-Superwall-Starter,0,0,1,0,0,0,0,0,0,1
53238,33,,"{""TypeScript"": 33}",CLAUDE.md,0,CLAUDE.md,HwangGwiMan/mini-mes-frontend,https://github.com/HwangGwiMan/mini-mes-frontend,0,0,16,0,0,0,0,0,0,16
2676546,433,,"{""C#"": 387, ""JavaScript"": 21, ""TypeScript"": 12, ""Python"": 8, ""Shell"": 5}",CLAUDE.md,8,CLAUDE.md,ctwoodwa/marilo,https://github.com/ctwoodwa/marilo,0,0,42,39,0,0,2,0,1,0
44416658,4591,,"{""C#"": 4518, ""JavaScript"": 35, ""TypeScript"": 12, ""Rust"": 9, ""Shell"": 8, ""Python"": 4, ""PowerShell"": 2, ""C"": 2, ""C/C++"": 1}",CLAUDE.md;AGENTS.md,4,CLAUDE.md,decentraland/unity-explorer,https://github.com/decentraland/unity-explorer,0,0,213,150,0,0,17,3,36,7
4015280,593,,"{""TypeScript"": 551, ""SQL"": 39, ""Shell"": 3}",CLAUDE.md,0,CLAUDE.md,tlthiago/synnerdata-api-b,https://github.com/tlthiago/synnerdata-api-b,0,0,19,0,0,0,0,6,4,9
3627284,430,,"{""TypeScript"": 379, ""SQL"": 27, ""JavaScript"": 18, ""Shell"": 6}",CLAUDE.md,0,CLAUDE.md,rai-nn/ctuber,https://github.com/rai-nn/ctuber,0,0,157,47,0,0,6,1,51,52
139522,31,,"{""PHP"": 28, ""JavaScript"": 3}",CLAUDE.md,0,CLAUDE.md,nunomaduro/whyphp.dev,https://github.com/nunomaduro/whyphp.dev,0,0,0,0,0,0,0,0,0,0
112952,17,,"{""Python"": 12, ""Shell"": 5}",CLAUDE.md,12,CLAUDE.md,alkem-io/virtual-contributor-ingest-website,https://github.com/alkem-io/virtual-contributor-ingest-website,0,0,9,0,0,0,0,0,8,0
25459732,2495,,"{""TypeScript"": 1557, ""SQL"": 838, ""JavaScript"": 57, ""Shell"": 32, ""Python"": 11}",CLAUDE.md;AGENTS.md,11,CLAUDE.md,VitorFawkes/ttars,https://github.com/VitorFawkes/ttars,0,0,433,18,3,3,17,18,249,125
2365403,240,,"{""Python"": 239, ""JavaScript"": 1}",CLAUDE.md,239,CLAUDE.md,hed-standard/hed-python,https://github.com/hed-standard/hed-python,0,0,12,0,0,0,0,0,9,3
320772,56,,"{""Go"": 56}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,StirlingMarketingGroup/cool-mysql,https://github.com/StirlingMarketingGroup/cool-mysql,0,0,30,0,0,0,24,0,0,6
354417,51,,"{""C#"": 51}",CLAUDE.md,0,CLAUDE.md,jimmyeao/Mideej,https://github.com/jimmyeao/Mideej,0,0,4,4,0,0,0,0,0,0
33944,7,,"{""Python"": 6, ""Shell"": 1}",CLAUDE.md,6,CLAUDE.md,mufarrah/context-engineering-template,https://github.com/mufarrah/context-engineering-template,0,0,0,0,0,0,0,0,0,0
1569141,183,,"{""Rust"": 124, ""Python"": 52, ""Shell"": 3, ""TypeScript"": 3, ""SQL"": 1}",CLAUDE.md;AGENTS.md,52,CLAUDE.md,stden/pythorust_tg,https://github.com/stden/pythorust_tg,0,0,98,0,0,0,10,3,84,1
203443,114,,"{""TypeScript"": 112, ""JavaScript"": 2}",CLAUDE.md,0,CLAUDE.md,wsameer/adonisjs-react-starter-kit,https://github.com/wsameer/adonisjs-react-starter-kit,0,0,0,0,0,0,0,0,0,0
9010225,915,,"{""Python"": 887, ""Shell"": 13, ""TypeScript"": 12, ""PowerShell"": 2, ""JavaScript"": 1}",CLAUDE.md;agents.md,887,CLAUDE.md,craigm26/OpenCastor,https://github.com/craigm26/OpenCastor,0,0,2749,347,0,0,143,58,2182,19
12525,5,,"{""Shell"": 5}",CLAUDE.md,0,CLAUDE.md,Vadosina-git/video-poker,https://github.com/Vadosina-git/video-poker,0,0,0,0,0,0,0,0,0,0
1102092,156,,"{""Python"": 149, ""Shell"": 7}",CLAUDE.md;AGENTS.md,149,CLAUDE.md,ouro-ai-labs/ouro,https://github.com/ouro-ai-labs/ouro,0,0,120,5,0,0,2,4,107,2
321660,105,,"{""TypeScript"": 85, ""Shell"": 12, ""Python"": 6, ""JavaScript"": 1, ""SQL"": 1}",CLAUDE.md,6,CLAUDE.md,tom-010/boring-stack,https://github.com/tom-010/boring-stack,0,0,17,0,0,1,7,1,5,3
457560,60,,"{""TypeScript"": 58, ""JavaScript"": 1, ""Python"": 1}",CLAUDE.md,1,CLAUDE.md,varadhjain/claude-code-blog-generator,https://github.com/varadhjain/claude-code-blog-generator,0,0,7,2,0,0,4,0,0,1
514416,132,,"{""TypeScript"": 99, ""Shell"": 22, ""JavaScript"": 11}",CLAUDE.md,0,CLAUDE.md,ChaseNoCap/h1b-visa-analysis,https://github.com/ChaseNoCap/h1b-visa-analysis,0,0,39,2,0,0,13,6,8,10
57092,9,,"{""PHP"": 7, ""Shell"": 1, ""JavaScript"": 1}",CLAUDE.md,0,CLAUDE.md,awps/smk-sidebar-generator,https://github.com/awps/smk-sidebar-generator,0,0,0,0,0,0,0,0,0,0
934286,223,,"{""TypeScript"": 208, ""Shell"": 8, ""JavaScript"": 5, ""Swift"": 2}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,mherod/get-cookie,https://github.com/mherod/get-cookie,0,0,23,3,1,0,8,4,1,6
414798,100,,"{""TypeScript"": 94, ""JavaScript"": 6}",CLAUDE.md,0,CLAUDE.md,sugyan/claude-code-webui,https://github.com/sugyan/claude-code-webui,0,0,7,0,0,0,0,0,7,0
327173,33,,"{""Python"": 33}",CLAUDE.md,33,CLAUDE.md,gradienthealth/cloud_optimized_dicom,https://github.com/gradienthealth/cloud_optimized_dicom,0,0,1,1,0,0,0,0,0,0
903026,245,,"{""TypeScript"": 214, ""Rust"": 31}",CLAUDE.md,0,CLAUDE.md,SPlayer-Dev/SPlayer-Next,https://github.com/SPlayer-Dev/SPlayer-Next,0,0,45,0,0,18,16,0,10,1
1728415,379,,"{""Ruby"": 276, ""TypeScript"": 102, ""JavaScript"": 1}",CLAUDE.md,0,CLAUDE.md,rafaelsrabelo/bee-wave,https://github.com/rafaelsrabelo/bee-wave,0,0,57,0,0,0,0,15,25,17
5623917,739,,"{""TypeScript"": 360, ""Rust"": 265, ""Go"": 85, ""Shell"": 16, ""JavaScript"": 11, ""SQL"": 2}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,vdavid/cmdr,https://github.com/vdavid/cmdr,0,0,58,0,0,0,7,3,15,33
2118289,496,,"{""Rust"": 80, ""TypeScript"": 72, ""JavaScript"": 65, ""Go"": 44, ""Python"": 43, ""Swift"": 40, ""Ruby"": 31, ""PHP"": 31, ""Java"": 23, ""C++"": 16, ""C/C++"": 14, ""C#"": 11, ""Shell"": 10, ""C"": 10, ""SQL"": 4, ""Kotlin"": 2}",CLAUDE.md,43,CLAUDE.md,hyperpolymath/proven,https://github.com/hyperpolymath/proven,0,0,27,15,0,0,8,0,4,0
24426,13,,"{""Shell"": 13}",CLAUDE.md,0,CLAUDE.md,griggsjared/dotfiles,https://github.com/griggsjared/dotfiles,0,0,0,0,0,0,0,0,0,0
966040,499,,"{""TypeScript"": 496, ""JavaScript"": 2, ""Shell"": 1}",CLAUDE.md,0,CLAUDE.md,blackhan-software/xpower-ui,https://github.com/blackhan-software/xpower-ui,0,0,12,0,0,0,0,0,11,1
47639,30,,"{""TypeScript"": 30}",CLAUDE.md,0,CLAUDE.md,b-open-io/bitcoinschema,https://github.com/b-open-io/bitcoinschema,0,0,1,0,0,0,0,0,1,0
100958,35,,"{""Python"": 34, ""Shell"": 1}",CLAUDE.md,34,CLAUDE.md,yuya-takeyama/cchh,https://github.com/yuya-takeyama/cchh,0,0,10,1,0,0,4,0,5,0
36378,8,,"{""Python"": 8}",CLAUDE.md,8,CLAUDE.md,rijuyuezhu/bib-check,https://github.com/rijuyuezhu/bib-check,0,0,18,1,0,0,1,0,15,1
618599,14,,"{""JavaScript"": 13, ""Shell"": 1}",CLAUDE.md,0,CLAUDE.md,Jorge-D-Robles/salk_lesson_scheduler,https://github.com/Jorge-D-Robles/salk_lesson_scheduler,0,0,9,0,0,0,3,0,3,3
1110325,173,,"{""TypeScript"": 112, ""JavaScript"": 60, ""Shell"": 1}",CLAUDE.md,0,CLAUDE.md,larspage/RestaurantDeveloper,https://github.com/larspage/RestaurantDeveloper,0,0,57,3,4,0,5,13,19,13
58158,23,,"{""TypeScript"": 22, ""Shell"": 1}",CLAUDE.md,0,CLAUDE.md,dsablic/mermaid-animator,https://github.com/dsablic/mermaid-animator,0,0,0,0,0,0,0,0,0,0
684295,25,,"{""JavaScript"": 21, ""Shell"": 4}",CLAUDE.md,0,CLAUDE.md,rcwells1879/veil-chat,https://github.com/rcwells1879/veil-chat,0,0,49,5,0,0,2,0,36,6
1645117,408,,"{""Kotlin"": 407, ""Python"": 1}",CLAUDE.md,1,CLAUDE.md,MGhee/NovelReader,https://github.com/MGhee/NovelReader,0,0,13,8,0,0,1,0,1,3
69016,16,,"{""Python"": 16}",CLAUDE.md,16,CLAUDE.md,mattfrautnick/testwise,https://github.com/mattfrautnick/testwise,0,0,7,1,0,0,6,0,0,0
586165,108,,"{""Python"": 64, ""TypeScript"": 23, ""SQL"": 14, ""Go"": 5, ""Shell"": 1, ""JavaScript"": 1}",CLAUDE.md,64,CLAUDE.md,codimusmaximus/substrate,https://github.com/codimusmaximus/substrate,0,0,68,3,0,0,11,0,44,10
510630,74,,"{""TypeScript"": 74}",CLAUDE.md,0,CLAUDE.md,sairammr/finvoice,https://github.com/sairammr/finvoice,0,0,20,0,0,0,0,0,19,1
105333,14,,"{""C++"": 13, ""Python"": 1}",CLAUDE.md,1,CLAUDE.md,switchboard-sdk/switchboard-voice-changer-demo,https://github.com/switchboard-sdk/switchboard-voice-changer-demo,0,0,0,0,0,0,0,0,0,0
225298,68,,"{""Shell"": 62, ""JavaScript"": 6}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,code-highway-patrol/chp,https://github.com/code-highway-patrol/chp,0,0,6,3,0,0,0,3,0,0
177261,46,,"{""Go"": 46}",CLAUDE.md,0,CLAUDE.md,dreikanter/notesctl,https://github.com/dreikanter/notesctl,0,0,0,0,0,0,0,0,0,0
47037,18,,"{""TypeScript"": 17, ""JavaScript"": 1}",CLAUDE.md,0,CLAUDE.md,fal-works/sagmal,https://github.com/fal-works/sagmal,0,0,1,1,0,0,0,0,0,0
302643,35,,"{""Shell"": 17, ""Python"": 13, ""SQL"": 4, ""TypeScript"": 1}",CLAUDE.md;AGENTS.md,13,CLAUDE.md,jonzarecki/groundwork,https://github.com/jonzarecki/groundwork,0,0,108,14,0,0,0,1,87,6
146132,11,,"{""Python"": 5, ""JavaScript"": 5, ""Shell"": 1}",CLAUDE.md,5,CLAUDE.md,balakumardev/google-ai-scraper,https://github.com/balakumardev/google-ai-scraper,0,0,27,3,0,0,3,0,21,0
557736,158,,"{""Go"": 116, ""TypeScript"": 31, ""SQL"": 9, ""Shell"": 1, ""JavaScript"": 1}",CLAUDE.md,0,CLAUDE.md,lagz0ne/remmd,https://github.com/lagz0ne/remmd,0,0,50,0,0,0,34,0,0,16
58253,18,,"{""Go"": 18}",CLAUDE.md,0,CLAUDE.md,petems/go-s3-uploader,https://github.com/petems/go-s3-uploader,0,0,2,0,0,0,0,0,0,2
65384,42,,"{""TypeScript"": 36, ""Rust"": 5, ""JavaScript"": 1}",CLAUDE.md,0,CLAUDE.md,strideynet/ferrite,https://github.com/strideynet/ferrite,0,0,2,0,0,0,0,2,0,0
106120,28,,"{""TypeScript"": 28}",CLAUDE.md,0,CLAUDE.md,jonathanhudak/spool,https://github.com/jonathanhudak/spool,0,0,5,0,0,0,5,0,0,0
136545,79,,"{""TypeScript"": 79}",CLAUDE.md,0,CLAUDE.md,TuroYT/Armature,https://github.com/TuroYT/Armature,0,0,3,0,0,0,0,1,1,1
28230,16,,"{""Java"": 15, ""SQL"": 1}",CLAUDE.md,0,CLAUDE.md,levelp/BankApp,https://github.com/levelp/BankApp,0,0,1,0,0,0,0,1,0,0
555737,372,,"{""TypeScript"": 370, ""JavaScript"": 2}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,shipbase/ui,https://github.com/shipbase/ui,0,0,2,0,0,0,0,0,2,0
1541398704,214425,,"{""TypeScript"": 125926, ""Python"": 54718, ""JavaScript"": 11163, ""C#"": 5336, ""SQL"": 3838, ""Java"": 2837, ""Go"": 2379, ""Rust"": 2049, ""Shell"": 1999, ""Kotlin"": 970, ""C++"": 936, ""Ruby"": 866, ""Swift"": 647, ""C/C++"": 575, ""PowerShell"": 82, ""C"": 58, ""PHP"": 46}",CLAUDE.md;AGENTS.md;claude.md;agents.md,54718,CLAUDE.md,HIDORAKAI002/ai-workspace-archive,https://github.com/HIDORAKAI002/ai-workspace-archive,0,0,74593,5363,520,189,4971,13777,38150,10891
62026,13,,"{""Python"": 13}",CLAUDE.md,13,CLAUDE.md,GregorKonzett/edesto-dev,https://github.com/GregorKonzett/edesto-dev,0,0,4,0,0,0,2,0,2,0
111063,30,,"{""Shell"": 20, ""JavaScript"": 9, ""Python"": 1}",CLAUDE.md,1,CLAUDE.md,Claude-Code-Community-Ireland/claude-code-resources,https://github.com/Claude-Code-Community-Ireland/claude-code-resources,0,0,3,2,0,0,0,0,1,0
1008785,225,,"{""TypeScript"": 222, ""JavaScript"": 2, ""SQL"": 1}",CLAUDE.md,0,CLAUDE.md,Kish170/nAIber-proto,https://github.com/Kish170/nAIber-proto,0,0,17,0,0,0,0,0,13,4
627873,90,,"{""Python"": 48, ""Go"": 40, ""Shell"": 2}",CLAUDE.md,48,CLAUDE.md,openshift-eng/cyborg-data,https://github.com/openshift-eng/cyborg-data,0,0,5,1,0,0,3,0,0,1
36799688,8673,,"{""Java"": 6612, ""TypeScript"": 2032, ""JavaScript"": 20, ""Shell"": 6, ""SQL"": 3}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,bytechefhq/bytechef,https://github.com/bytechefhq/bytechef,0,0,279,21,2,1,10,34,106,105
96817,72,,"{""C++"": 24, ""C/C++"": 24, ""Swift"": 18, ""Shell"": 3, ""Kotlin"": 3}",CLAUDE.md,0,CLAUDE.md,dust365/flutter_copilot,https://github.com/dust365/flutter_copilot,0,0,0,0,0,0,0,0,0,0
530468,64,,"{""Python"": 63, ""Shell"": 1}",CLAUDE.md,63,CLAUDE.md,pdudotdev/aiNOC,https://github.com/pdudotdev/aiNOC,0,0,55,10,0,0,8,3,33,1
13956,16,,"{""TypeScript"": 16}",CLAUDE.md,0,CLAUDE.md,satetsu888/satetsu888.com,https://github.com/satetsu888/satetsu888.com,0,0,0,0,0,0,0,0,0,0
39172,34,,"{""Ruby"": 34}",CLAUDE.md,0,CLAUDE.md,fujiwara/homebrew-tap,https://github.com/fujiwara/homebrew-tap,0,0,0,0,0,0,0,0,0,0
131883,108,,"{""TypeScript"": 107, ""JavaScript"": 1}",CLAUDE.md,0,CLAUDE.md,JuanDawd/portfolio,https://github.com/JuanDawd/portfolio,0,0,0,0,0,0,0,0,0,0
21156,9,,"{""Shell"": 8, ""JavaScript"": 1}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,skabber/dotfiles,https://github.com/skabber/dotfiles,0,0,1,0,0,0,0,0,0,1
164076,49,,"{""TypeScript"": 49}",CLAUDE.md,0,CLAUDE.md,justin-gurtz/website,https://github.com/justin-gurtz/website,0,0,6,0,0,0,0,0,6,0
101293,5,,"{""JavaScript"": 3, ""PHP"": 2}",CLAUDE.md,0,CLAUDE.md,KonnorKooi/quiz-app,https://github.com/KonnorKooi/quiz-app,0,0,5,0,0,0,0,0,5,0
99734,18,,"{""Python"": 18}",CLAUDE.md,18,CLAUDE.md,geohussain/crowdfunding,https://github.com/geohussain/crowdfunding,0,0,0,0,0,0,0,0,0,0
995586,43,,"{""JavaScript"": 25, ""PHP"": 17, ""TypeScript"": 1}",CLAUDE.md,0,CLAUDE.md,alordiel/wellness-studio-calendar,https://github.com/alordiel/wellness-studio-calendar,0,0,50,0,0,0,1,0,5,44
25631666,4057,,"{""TypeScript"": 3704, ""SQL"": 275, ""Shell"": 29, ""JavaScript"": 26, ""Python"": 22, ""PowerShell"": 1}",CLAUDE.md;AGENTS.md;agents.md,22,CLAUDE.md,SynthropicTechnology/zattar-os,https://github.com/SynthropicTechnology/zattar-os,0,0,420,12,0,2,21,65,266,54
3590442,540,,"{""TypeScript"": 251, ""Python"": 233, ""JavaScript"": 29, ""Shell"": 27}",CLAUDE.md,233,CLAUDE.md,dev-mmiy/circles0,https://github.com/dev-mmiy/circles0,0,0,189,7,1,0,7,13,136,25
367262,40,,"{""JavaScript"": 19, ""Python"": 19, ""Shell"": 2}",CLAUDE.md,19,CLAUDE.md,minho83/wikibot-kakao,https://github.com/minho83/wikibot-kakao,0,0,101,8,0,0,59,0,26,8
35187,7,,"{""Python"": 7}",CLAUDE.md,7,CLAUDE.md,CCSandoval/InsectsMobileNet,https://github.com/CCSandoval/InsectsMobileNet,0,0,13,0,0,0,0,0,13,0
218855,65,,"{""TypeScript"": 55, ""Shell"": 9, ""PowerShell"": 1}",CLAUDE.md,0,CLAUDE.md,doguyilmaz/dotfiles,https://github.com/doguyilmaz/dotfiles,0,0,2,0,0,0,0,2,0,0
345924,76,,"{""Java"": 54, ""JavaScript"": 20, ""SQL"": 2}",CLAUDE.md,0,CLAUDE.md,ChristianMThomas/Timenest,https://github.com/ChristianMThomas/Timenest,0,0,39,0,0,0,0,2,37,0
425176,97,,"{""TypeScript"": 96, ""JavaScript"": 1}",CLAUDE.md,0,CLAUDE.md,Cybersoulja/AetherRPG,https://github.com/Cybersoulja/AetherRPG,0,0,3,0,0,0,0,0,3,0
275492,55,,"{""TypeScript"": 53, ""JavaScript"": 2}",CLAUDE.md,0,CLAUDE.md,radroid/ark-experiences,https://github.com/radroid/ark-experiences,0,0,4,0,0,0,0,0,4,0
85796,16,,"{""TypeScript"": 16}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,carterwayneskhizeine/CrazyTypewriter,https://github.com/carterwayneskhizeine/CrazyTypewriter,0,0,22,0,0,0,11,0,6,5
550650,87,,"{""TypeScript"": 41, ""Python"": 25, ""JavaScript"": 10, ""Shell"": 7, ""SQL"": 4}",CLAUDE.md,25,CLAUDE.md,carlosmsanchezm/sovran,https://github.com/carlosmsanchezm/sovran,0,0,181,18,0,0,5,2,150,6
405029,79,,"{""TypeScript"": 76, ""JavaScript"": 3}",CLAUDE.md,0,CLAUDE.md,bonvies/bonsale_3cx-outbound-campaign,https://github.com/bonvies/bonsale_3cx-outbound-campaign,0,0,31,0,0,0,5,0,23,3
171981,65,,"{""TypeScript"": 60, ""Shell"": 4, ""JavaScript"": 1}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,adrioui/musiqasik,https://github.com/adrioui/musiqasik,0,0,21,0,0,2,0,1,12,6
131653,22,,"{""Go"": 21, ""JavaScript"": 1}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,tranchida/spahtmx,https://github.com/tranchida/spahtmx,0,0,14,1,0,0,12,0,0,1
2191952,206,,"{""TypeScript"": 147, ""Python"": 48, ""Shell"": 9, ""JavaScript"": 2}",CLAUDE.md,48,CLAUDE.md,Bizzy211/aes-bizzy,https://github.com/Bizzy211/aes-bizzy,0,0,127,3,0,1,33,6,68,16
1281495,256,,"{""TypeScript"": 235, ""SQL"": 17, ""JavaScript"": 4}",CLAUDE.md,0,CLAUDE.md,Suppawit-Mongkolsuk/Tamely,https://github.com/Suppawit-Mongkolsuk/Tamely,0,0,91,0,1,0,3,0,71,16
21332,11,,"{""Python"": 11}",CLAUDE.md,11,CLAUDE.md,laravel-gtm/render-image,https://github.com/laravel-gtm/render-image,0,0,0,0,0,0,0,0,0,0
19266,8,,"{""Python"": 8}",CLAUDE.md,8,CLAUDE.md,hun-a/ai_agent,https://github.com/hun-a/ai_agent,0,0,0,0,0,0,0,0,0,0
128042,15,,"{""Python"": 15}",CLAUDE.md,15,CLAUDE.md,auroflow/bilingual-epub,https://github.com/auroflow/bilingual-epub,0,0,0,0,0,0,0,0,0,0
269341,51,,"{""Python"": 48, ""Shell"": 2, ""JavaScript"": 1}",CLAUDE.md,48,CLAUDE.md,AbuSultancom/-ai-agent,https://github.com/AbuSultancom/-ai-agent,0,0,84,8,0,0,6,0,66,4
315954,50,,"{""Python"": 37, ""TypeScript"": 8, ""PowerShell"": 2, ""JavaScript"": 2, ""Shell"": 1}",CLAUDE.md,37,CLAUDE.md,zly7/EcoBrain,https://github.com/zly7/EcoBrain,0,0,39,12,0,0,0,1,26,0
21655,11,,"{""Shell"": 11}",CLAUDE.md,0,CLAUDE.md,rodrigomideac/ai-playground,https://github.com/rodrigomideac/ai-playground,0,0,0,0,0,0,0,0,0,0
204703,47,,"{""TypeScript"": 46, ""SQL"": 1}",CLAUDE.md,0,CLAUDE.md,lucasxf/claude-cert-prep,https://github.com/lucasxf/claude-cert-prep,0,0,15,0,0,0,2,0,11,2
204199,18,,"{""TypeScript"": 13, ""JavaScript"": 3, ""SQL"": 1, ""Shell"": 1}",CLAUDE.md,0,CLAUDE.md,HealthSamurai/bunbox,https://github.com/HealthSamurai/bunbox,0,0,32,1,0,0,0,0,9,22
227022,47,,"{""TypeScript"": 44, ""JavaScript"": 3}",CLAUDE.md,0,CLAUDE.md,arisylafeta/image2asset,https://github.com/arisylafeta/image2asset,0,0,18,0,0,0,0,0,18,0
444050,24,,"{""JavaScript"": 20, ""SQL"": 3, ""TypeScript"": 1}",CLAUDE.md,0,CLAUDE.md,fede09balto-gif/Ignea-Labs,https://github.com/fede09balto-gif/Ignea-Labs,0,0,28,16,0,0,0,0,9,3
7038404,475,,"{""TypeScript"": 359, ""Rust"": 113, ""JavaScript"": 3}",CLAUDE.md,0,CLAUDE.md,tungcorn/xplorer-master-gold,https://github.com/tungcorn/xplorer-master-gold,0,0,73,1,0,0,11,3,29,29
171937,72,,"{""TypeScript"": 68, ""Python"": 2, ""JavaScript"": 1, ""Shell"": 1}",CLAUDE.md;AGENTS.md,2,CLAUDE.md,studiohkr/laadmaar,https://github.com/studiohkr/laadmaar,0,0,21,0,0,0,0,3,17,1
5540522,624,,"{""Python"": 343, ""TypeScript"": 205, ""JavaScript"": 42, ""Shell"": 27, ""SQL"": 7}",CLAUDE.md;AGENTS.md,343,CLAUDE.md,Steve-Dusty/agentic-economy,https://github.com/Steve-Dusty/agentic-economy,0,0,1518,43,1,0,57,112,1208,97
159750,37,,"{""PHP"": 34, ""JavaScript"": 3}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,hannanmiah/product-management-api-task,https://github.com/hannanmiah/product-management-api-task,0,0,0,0,0,0,0,0,0,0
487046,110,,"{""TypeScript"": 100, ""JavaScript"": 8, ""Python"": 2}",CLAUDE.md,2,CLAUDE.md,ashmanpan/any1can-code,https://github.com/ashmanpan/any1can-code,0,0,10,1,0,0,0,0,9,0
363252,70,,"{""Python"": 60, ""Shell"": 9, ""PowerShell"": 1}",CLAUDE.md,60,CLAUDE.md,sokareem/codex_simulator,https://github.com/sokareem/codex_simulator,0,0,43,9,0,0,19,1,10,3
477984,155,,"{""Java"": 147, ""TypeScript"": 8}",CLAUDE.md,0,CLAUDE.md,Work-m8/ag-ui-4j,https://github.com/Work-m8/ag-ui-4j,0,0,4,1,3,0,0,0,0,0
4256177,867,,"{""TypeScript"": 319, ""Python"": 150, ""Java"": 147, ""Kotlin"": 124, ""Go"": 50, ""Rust"": 26, ""JavaScript"": 22, ""C#"": 16, ""Swift"": 8, ""Shell"": 5}",CLAUDE.md,150,CLAUDE.md,borahanmirzaii/ag-ui-protocol,https://github.com/borahanmirzaii/ag-ui-protocol,0,0,71,19,6,0,5,12,23,5
97419851,12413,,"{""TypeScript"": 6171, ""Python"": 5138, ""Rust"": 492, ""Java"": 147, ""JavaScript"": 134, ""Kotlin"": 123, ""Go"": 87, ""Shell"": 55, ""SQL"": 28, ""C#"": 16, ""Swift"": 8, ""C++"": 7, ""C/C++"": 7}",CLAUDE.md;AGENTS.md,5138,CLAUDE.md,skand-io/agent-agui-mvp,https://github.com/skand-io/agent-agui-mvp,0,0,4125,199,19,24,250,897,1383,1300
8028079,1412,,"{""Python"": 435, ""TypeScript"": 416, ""Java"": 147, ""Kotlin"": 132, ""Swift"": 63, ""Go"": 50, ""C/C++"": 42, ""C++"": 42, ""JavaScript"": 33, ""Rust"": 26, ""C#"": 16, ""Shell"": 10}",CLAUDE.md;AGENTS.md;agents.md,435,CLAUDE.md,borahanmirzaii/ag-ui-flutter,https://github.com/borahanmirzaii/ag-ui-flutter,0,0,271,23,6,0,12,31,187,10
17147627,4253,,"{""TypeScript"": 2474, ""JavaScript"": 1769, ""Shell"": 10}",CLAUDE.md;AGENTS.md,0,CLAUDE.md,cypress-io/cypress,https://github.com/cypress-io/cypress,0,0,932,43,5,18,723,17,105,21
2135417,618,,"{""TypeScript"": 567, ""JavaScript"": 36, ""Shell"": 15}",CLAUDE.md,0,CLAUDE.md,lerna/lerna,https://github.com/lerna/lerna,0,0,381,2,0,0,359,5,7,8
758376,56,,"{""Python"": 54, ""Shell"": 2}",claude.md,54,CLAUDE.md,Shlomob/ocmonitor-share,https://github.com/Shlomob/ocmonitor-share,0,0,9,3,0,0,1,0,0,4
1231806,239,,"{""TypeScript"": 203, ""Shell"": 34, ""JavaScript"": 1, ""Swift"": 1}",CLAUDE.md,0,CLAUDE.md,qwibitai/nanoclaw,https://github.com/qwibitai/nanoclaw,0,0,67,1,0,3,39,1,10,13
187261,10,,"{""Python"": 10}",none,10,CLAUDE.md,Davixk/open-webui-extensions,https://github.com/Davixk/open-webui-extensions,0,0,31,2,0,0,0,0,27,2
